    0.29810E+00    0.14648E+04
    0.30412E+00    0.14319E+04
    0.31026E+00    0.14018E+04
    0.31653E+00    0.13733E+04
    0.32292E+00    0.13452E+04
    0.32945E+00    0.13161E+04
    0.33610E+00    0.12855E+04
    0.34289E+00    0.12542E+04
    0.34982E+00    0.12237E+04
    0.35689E+00    0.11948E+04
    0.36409E+00    0.11677E+04
    0.37145E+00    0.11425E+04
    0.37895E+00    0.11190E+04
    0.38661E+00    0.10963E+04
    0.39442E+00    0.10737E+04
    0.40239E+00    0.10506E+04
    0.41052E+00    0.10277E+04
    0.41881E+00    0.10055E+04
    0.42727E+00    0.98434E+03
    0.43590E+00    0.96407E+03
    0.44471E+00    0.94459E+03
    0.45369E+00    0.92575E+03
    0.46286E+00    0.90735E+03
    0.47221E+00    0.88922E+03
    0.48174E+00    0.87133E+03
    0.49148E+00    0.85387E+03
    0.50141E+00    0.83701E+03
    0.51153E+00    0.82078E+03
    0.52187E+00    0.80502E+03
    0.53241E+00    0.78956E+03
    0.54317E+00    0.77436E+03
    0.55414E+00    0.75950E+03
    0.56533E+00    0.74504E+03
    0.57675E+00    0.73098E+03
    0.58840E+00    0.71725E+03
    0.60029E+00    0.70380E+03
    0.61242E+00    0.69063E+03
    0.62479E+00    0.67772E+03
    0.63741E+00    0.66511E+03
    0.65029E+00    0.65277E+03
    0.66342E+00    0.64069E+03
    0.67683E+00    0.62886E+03
    0.69050E+00    0.61725E+03
    0.70445E+00    0.60586E+03
    0.71868E+00    0.59468E+03
    0.73320E+00    0.58371E+03
    0.74801E+00    0.57292E+03
    0.76312E+00    0.56233E+03
    0.77854E+00    0.55191E+03
    0.79426E+00    0.54166E+03
    0.81031E+00    0.53158E+03
    0.82668E+00    0.52165E+03
    0.84338E+00    0.51188E+03
    0.86041E+00    0.50226E+03
    0.87780E+00    0.49277E+03
    0.89553E+00    0.48342E+03
    0.91362E+00    0.47420E+03
    0.93208E+00    0.46511E+03
    0.95091E+00    0.45614E+03
    0.97011E+00    0.44729E+03
    0.98971E+00    0.43855E+03
    0.10097E+01    0.42993E+03
    0.10301E+01    0.42142E+03
    0.10509E+01    0.41302E+03
    0.10721E+01    0.40473E+03
    0.10938E+01    0.39654E+03
    0.11159E+01    0.38846E+03
    0.11384E+01    0.38047E+03
    0.11614E+01    0.37259E+03
    0.11849E+01    0.36481E+03
    0.12088E+01    0.35712E+03
    0.12333E+01    0.34953E+03
    0.12582E+01    0.34203E+03
